TransactionID,CustomerID,TransactionDate,ProductID,Quantity,UnitPrice,TotalAmount,Rating,PaymentMethod
2245,1044,2023-05-07 00:00:00,271,1,229.12,<function <lambda> at 0x7ebdb933e050>,1,Credit Card
2246,1081,2023-05-15 00:00:00,254,10,356.53,<function <lambda> at 0x7ebdb933e050>,N/A,Credit Card
2247,1016,2023-04-24 00:00:00,257,9,526.61,<function <lambda> at 0x7ebdb933e050>,4,PayPal
2248,1072,2023-09-21 00:00:00,244,12,139.27,<function <lambda> at 0x7ebdb933e050>,1,
2249,1013,2023-03-05 00:00:00,271,6,26.96,<function <lambda> at 0x7ebdb933e050>,3,PayPal
2250,1432,2023-05-15 00:00:00,218,13,597.35,<function <lambda> at 0x7ebdb933e050>,2,PayPal
2251,1156,2023-02-10 00:00:00,228,13,100.6,<function <lambda> at 0x7ebdb933e050>,3,12345
2252,1222,2023-10-23 00:00:00,222,12,623.14,<function <lambda> at 0x7ebdb933e050>,N/A,PayPal
2253,1131,2023-01-03 00:00:00,231,7,639.96,<function <lambda> at 0x7ebdb933e050>,2,PayPal
2254,1337,2023-07-13 00:00:00,209,1,325.19,<function <lambda> at 0x7ebdb933e050>,5,12345
2255,1403,2023-04-20 00:00:00,290,1,565.71,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
2256,1375,InvalidDate,248,4,257.42,<function <lambda> at 0x7ebdb933e050>,5,12345
2257,1375,2023-01-04 00:00:00,264,7,601.49,<function <lambda> at 0x7ebdb933e050>,2,Credit Card
2258,1046,2023-09-01 00:00:00,228,14,578.15,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
2259,1106,2023-06-15 00:00:00,258,11,59.57,<function <lambda> at 0x7ebdb933e050>,1,
2260,1107,2023-01-26 00:00:00,244,11,409.91,<function <lambda> at 0x7ebdb933e050>,5,PayPal
2261,1264,2023-01-17 00:00:00,266,8,449.8,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
2262,1204,2023-08-04 00:00:00,250,10,5.6,<function <lambda> at 0x7ebdb933e050>,2,
2263,1078,2023-04-02 00:00:00,294,9,686.04,<function <lambda> at 0x7ebdb933e050>,N/A,12345
2264,1154,2023-01-31 00:00:00,210,1,287.56,<function <lambda> at 0x7ebdb933e050>,N/A,12345
2265,1270,2023-07-24 00:00:00,285,4,364.55,<function <lambda> at 0x7ebdb933e050>,2,Credit Card
2266,1475,2023-07-26 00:00:00,281,4,140.39,<function <lambda> at 0x7ebdb933e050>,5,Credit Card
2267,1484,2023-04-17 00:00:00,298,3,429.59,<function <lambda> at 0x7ebdb933e050>,3,Debit Card
2268,1246,2023-05-26 00:00:00,205,7,568.38,<function <lambda> at 0x7ebdb933e050>,2,PayPal
2269,1018,2023-04-11 00:00:00,266,1,412.2,<function <lambda> at 0x7ebdb933e050>,N/A,12345
2270,1345,2023-11-14 00:00:00,261,9,552.68,<function <lambda> at 0x7ebdb933e050>,2,Debit Card
2271,1435,2023-08-29 00:00:00,204,13,513.12,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
2272,1025,2023-09-04 00:00:00,208,8,170.17,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
2273,1216,2023-06-12 00:00:00,227,2,307.89,<function <lambda> at 0x7ebdb933e050>,2,Credit Card
2274,1153,2023-06-22 00:00:00,282,2,108.3,<function <lambda> at 0x7ebdb933e050>,5,12345
2275,1153,2023-02-04 00:00:00,291,8,34.15,<function <lambda> at 0x7ebdb933e050>,3,Credit Card
2276,1173,2023-10-11 00:00:00,290,11,48.83,<function <lambda> at 0x7ebdb933e050>,1,Credit Card
2277,1091,2023-12-25 00:00:00,276,14,660.04,<function <lambda> at 0x7ebdb933e050>,N/A,Debit Card
2278,1432,2023-12-24 00:00:00,237,1,689.25,<function <lambda> at 0x7ebdb933e050>,1,
2279,1337,2023-01-21 00:00:00,242,13,71.01,<function <lambda> at 0x7ebdb933e050>,N/A,
2280,1479,2023-11-04 00:00:00,220,7,237.96,<function <lambda> at 0x7ebdb933e050>,3,
2281,1180,2023-06-12 00:00:00,290,9,84.52,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
2282,1130,2023-04-07 00:00:00,261,12,584.79,<function <lambda> at 0x7ebdb933e050>,5,PayPal
2283,1449,2023-11-03 00:00:00,245,3,349.93,<function <lambda> at 0x7ebdb933e050>,N/A,12345
2284,1480,2023-12-05 00:00:00,269,7,436.78,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
2285,1297,2023-02-24 00:00:00,237,6,380.24,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
2286,1274,2023-11-29 00:00:00,248,7,498.63,<function <lambda> at 0x7ebdb933e050>,2,Credit Card
2287,1272,2023-05-07 00:00:00,274,7,226.8,<function <lambda> at 0x7ebdb933e050>,5,
2288,1491,2023-07-12 00:00:00,280,10,100.56,<function <lambda> at 0x7ebdb933e050>,5,Debit Card
2289,1416,2023-08-31 00:00:00,238,1,17.25,<function <lambda> at 0x7ebdb933e050>,2,PayPal
2290,1075,2023-12-15 00:00:00,270,14,314.76,<function <lambda> at 0x7ebdb933e050>,N/A,12345
2291,1176,2023-03-29 00:00:00,229,3,635.94,<function <lambda> at 0x7ebdb933e050>,4,PayPal
2292,1183,2023-12-02 00:00:00,220,10,217.16,<function <lambda> at 0x7ebdb933e050>,3,Debit Card
2293,1318,2023-08-03 00:00:00,200,1,141.19,<function <lambda> at 0x7ebdb933e050>,5,Debit Card
2294,1130,2023-04-02 00:00:00,288,5,648.6,<function <lambda> at 0x7ebdb933e050>,4,Credit Card
2295,1362,2023-10-30 00:00:00,231,3,78.29,<function <lambda> at 0x7ebdb933e050>,N/A,PayPal
2296,1048,2023-08-23 00:00:00,207,1,41.0,<function <lambda> at 0x7ebdb933e050>,3,Credit Card
2297,1054,2023-07-03 00:00:00,268,2,616.19,<function <lambda> at 0x7ebdb933e050>,5,PayPal
2298,1153,2023-02-07 00:00:00,229,10,492.13,<function <lambda> at 0x7ebdb933e050>,1,
2299,1354,2023-05-19 00:00:00,207,5,298.34,<function <lambda> at 0x7ebdb933e050>,5,
2300,1199,2023-07-14 00:00:00,218,11,527.88,<function <lambda> at 0x7ebdb933e050>,3,PayPal
2301,1307,2023-01-15 00:00:00,258,3,520.3,<function <lambda> at 0x7ebdb933e050>,4,Credit Card
2302,1355,2023-09-14 00:00:00,254,6,32.84,<function <lambda> at 0x7ebdb933e050>,1,
2303,1372,2023-05-15 00:00:00,229,9,474.99,<function <lambda> at 0x7ebdb933e050>,3,Debit Card
2304,1117,2023-01-01 00:00:00,278,6,450.41,<function <lambda> at 0x7ebdb933e050>,N/A,12345
2305,1262,2023-02-18 00:00:00,235,2,674.83,<function <lambda> at 0x7ebdb933e050>,3,Credit Card
2306,1045,2023-04-06 00:00:00,254,2,676.8,<function <lambda> at 0x7ebdb933e050>,5,PayPal
2307,1301,2023-07-20 00:00:00,243,13,267.57,<function <lambda> at 0x7ebdb933e050>,N/A,12345
2308,1355,2023-01-26 00:00:00,226,13,414.94,<function <lambda> at 0x7ebdb933e050>,2,12345
2309,1399,2023-12-09 00:00:00,276,8,103.24,<function <lambda> at 0x7ebdb933e050>,2,Debit Card
2310,1407,2023-08-23 00:00:00,277,11,51.19,<function <lambda> at 0x7ebdb933e050>,1,Credit Card
2311,1188,2023-12-15 00:00:00,253,8,305.78,<function <lambda> at 0x7ebdb933e050>,3,12345
2312,1309,2023-09-01 00:00:00,247,6,484.47,<function <lambda> at 0x7ebdb933e050>,4,Credit Card
2313,1317,2023-12-24 00:00:00,229,10,399.59,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
2314,1128,2023-11-23 00:00:00,238,7,303.61,<function <lambda> at 0x7ebdb933e050>,N/A,PayPal
2315,1048,2023-12-17 00:00:00,212,1,573.59,<function <lambda> at 0x7ebdb933e050>,1,12345
2316,1024,2023-02-20 00:00:00,215,12,557.13,<function <lambda> at 0x7ebdb933e050>,5,12345
2317,1265,2023-03-22 00:00:00,243,9,513.7,<function <lambda> at 0x7ebdb933e050>,N/A,12345
2318,1117,2023-02-05 00:00:00,270,5,58.54,<function <lambda> at 0x7ebdb933e050>,4,Credit Card
2319,1463,2023-03-08 00:00:00,226,9,558.55,<function <lambda> at 0x7ebdb933e050>,3,12345
2320,1143,2023-05-09 00:00:00,244,2,644.0,<function <lambda> at 0x7ebdb933e050>,N/A,Credit Card
2321,1441,2023-06-04 00:00:00,234,14,46.31,<function <lambda> at 0x7ebdb933e050>,3,
2322,1199,InvalidDate,278,8,284.16,<function <lambda> at 0x7ebdb933e050>,3,
2323,1156,2023-04-21 00:00:00,227,7,691.91,<function <lambda> at 0x7ebdb933e050>,1,Credit Card
2324,1486,2023-06-17 00:00:00,298,11,421.47,<function <lambda> at 0x7ebdb933e050>,5,
2325,1347,2023-05-22 00:00:00,206,14,361.94,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
2326,1133,2023-12-22 00:00:00,261,4,128.33,<function <lambda> at 0x7ebdb933e050>,2,Debit Card
2327,1399,2023-07-16 00:00:00,250,3,398.01,<function <lambda> at 0x7ebdb933e050>,2,
2328,1147,2023-04-19 00:00:00,245,4,310.14,<function <lambda> at 0x7ebdb933e050>,3,PayPal
2329,1335,2023-03-20 00:00:00,219,4,93.57,<function <lambda> at 0x7ebdb933e050>,5,Credit Card
2330,1070,2023-06-10 00:00:00,295,10,327.71,<function <lambda> at 0x7ebdb933e050>,N/A,
2331,1232,2023-01-19 00:00:00,237,10,119.26,<function <lambda> at 0x7ebdb933e050>,3,Credit Card
2332,1333,2023-05-07 00:00:00,260,8,512.81,<function <lambda> at 0x7ebdb933e050>,N/A,
2333,1298,2023-07-24 00:00:00,231,13,681.69,<function <lambda> at 0x7ebdb933e050>,3,Debit Card
2334,1153,InvalidDate,225,13,331.36,<function <lambda> at 0x7ebdb933e050>,1,PayPal
2335,1089,2023-07-26 00:00:00,257,4,444.5,<function <lambda> at 0x7ebdb933e050>,3,Credit Card
2336,1333,2023-10-07 00:00:00,238,14,304.53,<function <lambda> at 0x7ebdb933e050>,3,PayPal
2337,1198,2023-05-31 00:00:00,219,5,101.23,<function <lambda> at 0x7ebdb933e050>,5,Debit Card
2338,1160,2023-08-28 00:00:00,281,2,679.54,<function <lambda> at 0x7ebdb933e050>,5,12345
2339,1025,2023-09-23 00:00:00,249,13,95.06,<function <lambda> at 0x7ebdb933e050>,N/A,12345
2340,1120,InvalidDate,278,4,82.58,<function <lambda> at 0x7ebdb933e050>,5,Credit Card
2341,1300,2023-04-15 00:00:00,251,7,324.13,<function <lambda> at 0x7ebdb933e050>,3,Debit Card
2342,1211,2023-08-24 00:00:00,285,3,462.93,<function <lambda> at 0x7ebdb933e050>,5,Credit Card
2343,1062,2023-06-22 00:00:00,221,14,251.67,<function <lambda> at 0x7ebdb933e050>,5,Credit Card
2344,1450,2023-06-07 00:00:00,252,14,138.8,<function <lambda> at 0x7ebdb933e050>,4,Credit Card
2345,1435,2023-06-21 00:00:00,284,1,574.18,<function <lambda> at 0x7ebdb933e050>,4,PayPal
2346,1067,2023-11-07 00:00:00,265,13,Unknown,<function <lambda> at 0x7ebdb933e050>,2,
2347,1252,InvalidDate,242,8,140.05,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
2348,1409,2023-09-15 00:00:00,281,8,258.73,<function <lambda> at 0x7ebdb933e050>,1,PayPal
2349,1458,2023-06-13 00:00:00,222,6,154.12,<function <lambda> at 0x7ebdb933e050>,5,
2350,1001,2023-05-27 00:00:00,276,7,366.02,<function <lambda> at 0x7ebdb933e050>,2,Credit Card
2351,1397,2023-06-03 00:00:00,263,10,469.46,<function <lambda> at 0x7ebdb933e050>,2,12345
2352,1107,2023-02-07 00:00:00,208,11,560.69,<function <lambda> at 0x7ebdb933e050>,N/A,PayPal
2353,1285,2023-05-11 00:00:00,206,2,163.16,<function <lambda> at 0x7ebdb933e050>,4,Debit Card
2354,1048,2023-12-24 00:00:00,240,5,121.03,<function <lambda> at 0x7ebdb933e050>,2,Debit Card
2355,1139,InvalidDate,253,12,18.62,<function <lambda> at 0x7ebdb933e050>,3,
2356,1217,2023-07-27 00:00:00,264,7,163.52,<function <lambda> at 0x7ebdb933e050>,N/A,PayPal
2357,1043,2023-04-05 00:00:00,201,9,21.61,<function <lambda> at 0x7ebdb933e050>,5,Credit Card
2358,1416,2023-12-14 00:00:00,203,1,245.1,<function <lambda> at 0x7ebdb933e050>,3,
2359,1268,2023-11-23 00:00:00,277,3,106.26,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
2360,1077,2023-06-20 00:00:00,231,6,408.03,<function <lambda> at 0x7ebdb933e050>,4,PayPal
2361,1215,2023-09-07 00:00:00,299,14,271.69,<function <lambda> at 0x7ebdb933e050>,3,12345
2362,1381,2023-07-09 00:00:00,201,7,70.04,<function <lambda> at 0x7ebdb933e050>,5,Credit Card
2363,1097,2023-07-18 00:00:00,263,6,282.91,<function <lambda> at 0x7ebdb933e050>,3,Debit Card
2364,1235,2023-08-09 00:00:00,213,1,150.5,<function <lambda> at 0x7ebdb933e050>,3,PayPal
2365,1281,2023-01-24 00:00:00,219,4,477.72,<function <lambda> at 0x7ebdb933e050>,2,12345
2366,1148,2023-09-01 00:00:00,288,6,258.28,<function <lambda> at 0x7ebdb933e050>,4,Debit Card
2367,1411,2023-11-20 00:00:00,248,8,107.19,<function <lambda> at 0x7ebdb933e050>,1,12345
2368,1303,2023-05-08 00:00:00,207,10,247.97,<function <lambda> at 0x7ebdb933e050>,5,Debit Card
2369,1483,2023-04-03 00:00:00,291,14,160.94,<function <lambda> at 0x7ebdb933e050>,N/A,
2370,1423,2023-10-27 00:00:00,262,4,558.07,<function <lambda> at 0x7ebdb933e050>,N/A,
2371,1065,2023-05-13 00:00:00,245,7,688.44,<function <lambda> at 0x7ebdb933e050>,5,
2372,1233,2023-02-24 00:00:00,220,11,22.72,<function <lambda> at 0x7ebdb933e050>,1,PayPal
2373,1456,InvalidDate,286,3,484.56,<function <lambda> at 0x7ebdb933e050>,5,
2374,1086,2023-01-29 00:00:00,231,8,188.45,<function <lambda> at 0x7ebdb933e050>,2,PayPal
2375,1078,2023-07-30 00:00:00,207,1,51.15,<function <lambda> at 0x7ebdb933e050>,N/A,Credit Card
2376,1204,2023-06-03 00:00:00,294,4,14.97,<function <lambda> at 0x7ebdb933e050>,N/A,
2377,1278,2023-10-20 00:00:00,215,8,617.3,<function <lambda> at 0x7ebdb933e050>,3,PayPal
2378,1336,2023-08-10 00:00:00,239,10,250.76,<function <lambda> at 0x7ebdb933e050>,2,Debit Card
2379,1253,2023-04-25 00:00:00,226,4,696.21,<function <lambda> at 0x7ebdb933e050>,N/A,PayPal
2380,1303,2023-06-07 00:00:00,217,2,312.45,<function <lambda> at 0x7ebdb933e050>,2,PayPal
2381,1379,2023-09-16 00:00:00,234,2,135.38,<function <lambda> at 0x7ebdb933e050>,2,Debit Card
2382,1129,2023-09-08 00:00:00,251,4,545.11,<function <lambda> at 0x7ebdb933e050>,1,PayPal
2383,1083,2023-05-02 00:00:00,214,13,648.91,<function <lambda> at 0x7ebdb933e050>,N/A,Debit Card
2384,1275,2023-10-26 00:00:00,262,4,571.86,<function <lambda> at 0x7ebdb933e050>,4,12345
2385,1186,2023-09-20 00:00:00,252,2,522.91,<function <lambda> at 0x7ebdb933e050>,1,
2386,1045,2023-02-18 00:00:00,290,7,237.62,<function <lambda> at 0x7ebdb933e050>,1,Credit Card
2387,1386,2023-11-25 00:00:00,280,6,49.82,<function <lambda> at 0x7ebdb933e050>,2,PayPal
2388,1182,2023-10-24 00:00:00,265,11,144.9,<function <lambda> at 0x7ebdb933e050>,4,Debit Card
2389,1267,2023-12-28 00:00:00,230,3,315.53,<function <lambda> at 0x7ebdb933e050>,1,
2390,1295,2023-03-18 00:00:00,260,8,669.56,<function <lambda> at 0x7ebdb933e050>,4,PayPal
2391,1321,2023-05-07 00:00:00,263,8,507.38,<function <lambda> at 0x7ebdb933e050>,N/A,
2392,1099,2023-07-16 00:00:00,297,1,580.66,<function <lambda> at 0x7ebdb933e050>,2,12345
2393,1077,2023-08-09 00:00:00,233,3,197.72,<function <lambda> at 0x7ebdb933e050>,1,PayPal
2394,1271,2023-04-01 00:00:00,254,5,480.26,<function <lambda> at 0x7ebdb933e050>,4,Debit Card
2395,1338,2023-01-08 00:00:00,258,2,604.39,<function <lambda> at 0x7ebdb933e050>,5,12345
2396,1161,2023-02-01 00:00:00,202,12,Unknown,<function <lambda> at 0x7ebdb933e050>,1,PayPal
2397,1043,2023-11-16 00:00:00,216,12,Unknown,<function <lambda> at 0x7ebdb933e050>,1,
2398,1237,2023-09-26 00:00:00,277,5,504.99,<function <lambda> at 0x7ebdb933e050>,1,12345
2399,1133,2023-07-10 00:00:00,277,11,394.14,<function <lambda> at 0x7ebdb933e050>,4,Debit Card
2400,1460,2023-12-15 00:00:00,245,10,695.25,<function <lambda> at 0x7ebdb933e050>,3,PayPal
2401,1191,2023-06-12 00:00:00,237,3,300.45,<function <lambda> at 0x7ebdb933e050>,N/A,
2402,1355,2023-03-02 00:00:00,234,9,127.28,<function <lambda> at 0x7ebdb933e050>,1,
2403,1277,2023-09-21 00:00:00,200,11,332.99,<function <lambda> at 0x7ebdb933e050>,5,12345
2404,1017,2023-10-12 00:00:00,228,1,168.47,<function <lambda> at 0x7ebdb933e050>,5,PayPal
2405,1011,2023-04-05 00:00:00,203,4,395.07,<function <lambda> at 0x7ebdb933e050>,2,
2406,1179,2023-02-10 00:00:00,260,10,92.43,<function <lambda> at 0x7ebdb933e050>,3,12345
2407,1122,2023-05-29 00:00:00,296,6,665.23,<function <lambda> at 0x7ebdb933e050>,3,Credit Card
2408,1245,2023-07-23 00:00:00,216,9,602.58,<function <lambda> at 0x7ebdb933e050>,4,
2409,1221,InvalidDate,227,3,Unknown,<function <lambda> at 0x7ebdb933e050>,2,12345
2410,1372,2023-01-02 00:00:00,249,3,124.81,<function <lambda> at 0x7ebdb933e050>,4,Credit Card
2411,1050,2023-06-27 00:00:00,289,12,361.14,<function <lambda> at 0x7ebdb933e050>,2,12345
2412,1487,2023-07-13 00:00:00,207,5,542.15,<function <lambda> at 0x7ebdb933e050>,N/A,
2413,1070,2023-12-02 00:00:00,233,7,157.26,<function <lambda> at 0x7ebdb933e050>,3,Credit Card
2414,1479,2023-07-15 00:00:00,258,14,47.38,<function <lambda> at 0x7ebdb933e050>,N/A,12345
2415,1047,2023-12-09 00:00:00,217,5,384.15,<function <lambda> at 0x7ebdb933e050>,4,PayPal
2416,1018,2023-09-06 00:00:00,294,11,485.66,<function <lambda> at 0x7ebdb933e050>,2,Credit Card
2417,1261,2023-07-31 00:00:00,258,8,174.83,<function <lambda> at 0x7ebdb933e050>,3,12345
2418,1083,2023-06-02 00:00:00,226,5,519.14,<function <lambda> at 0x7ebdb933e050>,3,PayPal
2419,1154,2023-06-07 00:00:00,215,7,665.7,<function <lambda> at 0x7ebdb933e050>,1,Credit Card
2420,1052,2023-12-28 00:00:00,209,6,100.27,<function <lambda> at 0x7ebdb933e050>,4,12345
2421,1106,2023-05-19 00:00:00,275,14,360.17,<function <lambda> at 0x7ebdb933e050>,1,
2422,1356,2023-08-09 00:00:00,221,10,44.51,<function <lambda> at 0x7ebdb933e050>,3,Credit Card
2423,1303,2023-09-30 00:00:00,215,13,148.63,<function <lambda> at 0x7ebdb933e050>,4,Credit Card
2424,1134,2023-06-03 00:00:00,211,2,67.42,<function <lambda> at 0x7ebdb933e050>,4,PayPal
2425,1442,2023-09-06 00:00:00,274,3,285.78,<function <lambda> at 0x7ebdb933e050>,N/A,12345
2426,1068,2023-10-06 00:00:00,283,11,575.48,<function <lambda> at 0x7ebdb933e050>,5,
2427,1010,2023-10-31 00:00:00,250,11,406.11,<function <lambda> at 0x7ebdb933e050>,2,PayPal
2428,1142,2023-10-03 00:00:00,200,4,159.7,<function <lambda> at 0x7ebdb933e050>,5,Credit Card
2429,1191,2023-01-02 00:00:00,226,5,32.88,<function <lambda> at 0x7ebdb933e050>,5,PayPal
2430,1386,2023-03-29 00:00:00,266,9,389.61,<function <lambda> at 0x7ebdb933e050>,3,PayPal
2431,1377,2023-10-14 00:00:00,211,6,97.29,<function <lambda> at 0x7ebdb933e050>,N/A,PayPal
2432,1068,2023-05-10 00:00:00,229,1,243.2,<function <lambda> at 0x7ebdb933e050>,2,Credit Card
2433,1022,2023-03-19 00:00:00,208,3,359.58,<function <lambda> at 0x7ebdb933e050>,5,Debit Card
2434,1180,2023-09-17 00:00:00,252,7,633.09,<function <lambda> at 0x7ebdb933e050>,5,PayPal
2435,1292,2023-08-29 00:00:00,260,8,61.87,<function <lambda> at 0x7ebdb933e050>,4,Debit Card
2436,1008,2023-05-21 00:00:00,253,7,469.68,<function <lambda> at 0x7ebdb933e050>,3,
2437,1270,InvalidDate,236,5,14.79,<function <lambda> at 0x7ebdb933e050>,5,
2438,1386,2023-06-12 00:00:00,264,10,442.79,<function <lambda> at 0x7ebdb933e050>,2,
2439,1092,2023-08-24 00:00:00,241,8,388.32,<function <lambda> at 0x7ebdb933e050>,1,12345
2440,1453,2023-05-08 00:00:00,248,9,569.25,<function <lambda> at 0x7ebdb933e050>,1,Credit Card
2441,1016,2023-07-19 00:00:00,203,7,374.51,<function <lambda> at 0x7ebdb933e050>,3,Debit Card
2442,1153,2023-01-31 00:00:00,263,11,250.07,<function <lambda> at 0x7ebdb933e050>,1,12345
2443,1404,2023-05-18 00:00:00,278,9,173.71,<function <lambda> at 0x7ebdb933e050>,4,Debit Card
2444,1327,2023-01-21 00:00:00,250,1,64.25,<function <lambda> at 0x7ebdb933e050>,4,Credit Card
2445,1148,2023-08-22 00:00:00,290,14,376.56,<function <lambda> at 0x7ebdb933e050>,2,PayPal
2446,1376,2023-07-21 00:00:00,271,9,622.38,<function <lambda> at 0x7ebdb933e050>,N/A,12345
2447,1266,2023-10-06 00:00:00,259,3,362.75,<function <lambda> at 0x7ebdb933e050>,3,Credit Card
2448,1421,2023-05-11 00:00:00,286,6,518.68,<function <lambda> at 0x7ebdb933e050>,3,12345
2449,1327,2023-05-28 00:00:00,278,8,212.41,<function <lambda> at 0x7ebdb933e050>,1,
2450,1105,2023-01-29 00:00:00,290,3,316.45,<function <lambda> at 0x7ebdb933e050>,5,12345
2451,1471,2023-12-27 00:00:00,230,4,230.6,<function <lambda> at 0x7ebdb933e050>,5,PayPal
2452,1380,2023-11-04 00:00:00,271,7,80.94,<function <lambda> at 0x7ebdb933e050>,N/A,PayPal
2453,1034,2023-06-11 00:00:00,293,12,294.81,<function <lambda> at 0x7ebdb933e050>,5,Debit Card
2454,1118,2023-12-23 00:00:00,257,7,536.18,<function <lambda> at 0x7ebdb933e050>,N/A,12345
2455,1013,2023-12-06 00:00:00,281,4,279.51,<function <lambda> at 0x7ebdb933e050>,2,
2456,1013,2023-03-02 00:00:00,203,9,456.87,<function <lambda> at 0x7ebdb933e050>,3,PayPal
2457,1265,2023-05-05 00:00:00,221,13,532.24,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
2458,1139,2023-03-12 00:00:00,202,3,229.3,<function <lambda> at 0x7ebdb933e050>,2,
2459,1293,2023-11-22 00:00:00,278,12,559.27,<function <lambda> at 0x7ebdb933e050>,4,
2460,1363,2023-12-30 00:00:00,298,8,240.55,<function <lambda> at 0x7ebdb933e050>,4,
2461,1118,2023-08-31 00:00:00,246,8,182.99,<function <lambda> at 0x7ebdb933e050>,4,Credit Card
2462,1237,2023-09-06 00:00:00,237,13,159.6,<function <lambda> at 0x7ebdb933e050>,N/A,PayPal
2463,1033,2023-08-09 00:00:00,232,4,143.93,<function <lambda> at 0x7ebdb933e050>,N/A,Credit Card
2464,1168,2023-01-21 00:00:00,277,7,517.3,<function <lambda> at 0x7ebdb933e050>,3,Credit Card
2465,1009,2023-03-23 00:00:00,247,4,621.82,<function <lambda> at 0x7ebdb933e050>,4,PayPal
2466,1121,2023-12-10 00:00:00,264,13,165.3,<function <lambda> at 0x7ebdb933e050>,N/A,12345
2467,1400,2023-01-10 00:00:00,225,12,64.24,<function <lambda> at 0x7ebdb933e050>,N/A,Debit Card
2468,1144,2023-01-12 00:00:00,207,1,223.07,<function <lambda> at 0x7ebdb933e050>,5,PayPal
2469,1450,2023-09-20 00:00:00,249,1,462.2,<function <lambda> at 0x7ebdb933e050>,N/A,Debit Card
2470,1445,2023-05-25 00:00:00,279,14,Unknown,<function <lambda> at 0x7ebdb933e050>,4,12345
2471,1222,2023-07-11 00:00:00,237,1,386.68,<function <lambda> at 0x7ebdb933e050>,2,PayPal
2472,1370,2023-09-07 00:00:00,209,2,522.29,<function <lambda> at 0x7ebdb933e050>,4,
2473,1256,2023-04-24 00:00:00,241,6,288.89,<function <lambda> at 0x7ebdb933e050>,5,PayPal
2474,1267,2023-01-26 00:00:00,236,12,699.79,<function <lambda> at 0x7ebdb933e050>,4,12345
2475,1358,2023-09-28 00:00:00,225,10,212.07,<function <lambda> at 0x7ebdb933e050>,1,Credit Card
2476,1003,2023-02-02 00:00:00,291,11,684.88,<function <lambda> at 0x7ebdb933e050>,5,PayPal
2477,1425,2023-03-03 00:00:00,211,5,146.11,<function <lambda> at 0x7ebdb933e050>,3,
2478,1396,2023-08-17 00:00:00,283,11,82.1,<function <lambda> at 0x7ebdb933e050>,4,PayPal
2479,1353,2023-10-30 00:00:00,248,2,526.83,<function <lambda> at 0x7ebdb933e050>,N/A,Credit Card
2480,1105,2023-04-05 00:00:00,213,8,493.11,<function <lambda> at 0x7ebdb933e050>,2,PayPal
2481,1084,2023-02-04 00:00:00,245,9,568.76,<function <lambda> at 0x7ebdb933e050>,4,
2482,1213,2023-07-12 00:00:00,234,7,243.8,<function <lambda> at 0x7ebdb933e050>,2,12345
2483,1120,2023-03-17 00:00:00,228,12,651.91,<function <lambda> at 0x7ebdb933e050>,1,
2484,1131,2023-09-06 00:00:00,211,14,88.04,<function <lambda> at 0x7ebdb933e050>,3,12345
2485,1337,2023-03-24 00:00:00,281,12,26.04,<function <lambda> at 0x7ebdb933e050>,N/A,
2486,1196,2023-01-25 00:00:00,243,9,213.89,<function <lambda> at 0x7ebdb933e050>,5,Debit Card
2487,1018,2023-02-26 00:00:00,265,4,559.14,<function <lambda> at 0x7ebdb933e050>,5,PayPal
2488,1129,2023-02-01 00:00:00,201,13,472.72,<function <lambda> at 0x7ebdb933e050>,3,PayPal
2489,1011,2023-11-15 00:00:00,258,7,308.17,<function <lambda> at 0x7ebdb933e050>,1,Credit Card
2490,1080,2023-01-12 00:00:00,216,5,183.1,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
2491,1329,2023-11-15 00:00:00,209,5,46.19,<function <lambda> at 0x7ebdb933e050>,4,Credit Card
2492,1353,2023-11-29 00:00:00,217,3,239.57,<function <lambda> at 0x7ebdb933e050>,1,PayPal
2493,1261,2023-04-02 00:00:00,221,9,324.71,<function <lambda> at 0x7ebdb933e050>,4,Credit Card
2494,1391,2023-01-01 00:00:00,282,13,482.48,<function <lambda> at 0x7ebdb933e050>,2,12345
2495,1124,2023-11-22 00:00:00,257,10,453.95,<function <lambda> at 0x7ebdb933e050>,3,Debit Card
2496,1306,2023-05-16 00:00:00,252,5,663.4,<function <lambda> at 0x7ebdb933e050>,2,
2497,1266,2023-07-15 00:00:00,200,6,74.78,<function <lambda> at 0x7ebdb933e050>,2,12345
2498,1446,2023-05-13 00:00:00,287,3,238.76,<function <lambda> at 0x7ebdb933e050>,2,
2499,1440,2023-03-27 00:00:00,260,10,339.7,<function <lambda> at 0x7ebdb933e050>,2,Credit Card
2500,1382,2023-10-22 00:00:00,299,7,471.13,<function <lambda> at 0x7ebdb933e050>,5,PayPal
